amfi_code,stock_symbol,stock_name,sector,weight_pct,market_value_cr,current_price_inr,portfolio_date,weight_pct_normalised
118634,HINDUNILVR,Hindustan Unilever Ltd,FMCG,11.64,64.71,7810.17,2025-12-31,11.64
118634,ADANIPORT,Adani Ports & SEZ Ltd,Infrastructure,9.9,538.23,3625.67,2025-12-31,9.9
118634,ULTRACEMCO,UltraTech Cement Ltd,Cement,8.68,784.14,1362.25,2025-12-31,8.68
118634,INDUSINDBK,IndusInd Bank Ltd,Banking,8.64,919.11,1123.63,2025-12-31,8.64
118634,MARUTI,Maruti Suzuki India Ltd,Automobile,8.09,418.49,1132.14,2025-12-31,8.09
118634,BHARTIARTL,Bharti Airtel Ltd,Telecom,3.13,1508.16,7745.28,2025-12-31,3.13
118635,SBIN,State Bank of India,Banking,17.85,1142.64,1403.66,2025-12-31,17.8518
118635,TCS,Tata Consultancy Services,IT,15.83,740.95,6309.28,2025-12-31,15.8316
118635,ASIANPAINT,Asian Paints Ltd,Paints,14.28,1471.49,1563.4,2025-12-31,14.2814
118635,ULTRACEMCO,UltraTech Cement Ltd,Cement,14.01,925.24,3562.88,2025-12-31,14.0114
118635,HCLTECH,HCL Technologies Ltd,IT,13.45,1306.84,7309.59,2025-12-31,13.4513
118635,WIPRO,Wipro Ltd,IT,10.07,1410.83,3004.71,2025-12-31,10.071
118635,BAJFINANCE,Bajaj Finance Ltd,NBFC,8.39,1806.09,5326.12,2025-12-31,8.3908
118635,TITAN,Titan Company Ltd,Consumer Goods,6.11,378.83,7044.44,2025-12-31,6.1106
119092,INFY,Infosys Ltd,IT,38.18,1254.8,3939.8,2025-12-31,38.1838
119092,HINDUNILVR,Hindustan Unilever Ltd,FMCG,15.87,1290.15,2020.0,2025-12-31,15.8716
119092,ICICIBANK,ICICI Bank Ltd,Banking,10.79,886.68,5998.85,2025-12-31,10.7911
119092,HCLTECH,HCL Technologies Ltd,IT,10.51,1205.58,300.95,2025-12-31,10.5111
119092,DIVISLAB,Divi's Laboratories,Pharma,8.1,501.88,3725.98,2025-12-31,8.1008
119092,NTPC,NTPC Ltd,Utilities,4.49,1150.86,1288.77,2025-12-31,4.4904
119092,LT,Larsen & Toubro Ltd,Infrastructure,4.24,1507.25,4031.77,2025-12-31,4.2404
119092,ADANIPORT,Adani Ports & SEZ Ltd,Infrastructure,3.55,1203.07,1713.52,2025-12-31,3.5504
119092,KOTAKBANK,Kotak Mahindra Bank,Banking,3.27,98.07,2259.4,2025-12-31,3.2703
119092,GRASIM,Grasim Industries Ltd,Diversified,0.99,1860.16,3418.45,2025-12-31,0.9901
119093,BAJFINANCE,Bajaj Finance Ltd,NBFC,20.22,622.91,489.5,2025-12-31,20.22
119093,HCLTECH,HCL Technologies Ltd,IT,16.39,257.93,5191.92,2025-12-31,16.39
119093,SBIN,State Bank of India,Banking,14.79,1790.66,6968.5,2025-12-31,14.79
119093,LT,Larsen & Toubro Ltd,Infrastructure,10.68,1798.71,1324.49,2025-12-31,10.68
119093,DIVISLAB,Divi's Laboratories,Pharma,10.52,1393.54,2861.09,2025-12-31,10.52
119093,WIPRO,Wipro Ltd,IT,10.28,483.92,1252.99,2025-12-31,10.28
119093,AXISBANK,Axis Bank Ltd,Banking,6.64,351.2,6889.63,2025-12-31,6.64
119093,BHARTIARTL,Bharti Airtel Ltd,Telecom,4.36,827.15,3058.71,2025-12-31,4.36
119093,ASIANPAINT,Asian Paints Ltd,Paints,3.55,600.22,7652.31,2025-12-31,3.55
119093,MARUTI,Maruti Suzuki India Ltd,Automobile,2.57,342.31,812.36,2025-12-31,2.57
119094,HINDUNILVR,Hindustan Unilever Ltd,FMCG,23.17,252.39,396.01,2025-12-31,23.1677
119094,MARUTI,Maruti Suzuki India Ltd,Automobile,14.67,316.62,5747.11,2025-12-31,14.6685
119094,ASIANPAINT,Asian Paints Ltd,Paints,13.67,800.06,3809.11,2025-12-31,13.6686
119094,SUNPHARMA,Sun Pharmaceutical Industries,Pharma,11.0,1619.58,6315.88,2025-12-31,10.9989
119094,HDFCBANK,HDFC Bank Ltd,Banking,10.59,1966.9,5933.86,2025-12-31,10.5889
119094,ADANIPORT,Adani Ports & SEZ Ltd,Infrastructure,7.97,1508.82,7454.9,2025-12-31,7.9692
119094,SBIN,State Bank of India,Banking,7.59,1133.74,3188.56,2025-12-31,7.5892
119094,CIPLA,Cipla Ltd,Pharma,7.47,1148.78,6033.63,2025-12-31,7.4693
119094,LT,Larsen & Toubro Ltd,Infrastructure,3.88,1400.9,5764.34,2025-12-31,3.8796
119095,HINDUNILVR,Hindustan Unilever Ltd,FMCG,17.8,1897.51,5641.17,2025-12-31,17.8018
119095,ADANIPORT,Adani Ports & SEZ Ltd,Infrastructure,16.75,240.66,1689.13,2025-12-31,16.7517
119095,WIPRO,Wipro Ltd,IT,10.69,1606.74,4843.32,2025-12-31,10.6911
119095,ULTRACEMCO,UltraTech Cement Ltd,Cement,7.98,587.38,1128.83,2025-12-31,7.9808
119095,M&M,Mahindra & Mahindra Ltd,Automobile,7.76,1468.69,5378.47,2025-12-31,7.7608
119095,TATAMOTOR,Tata Motors Ltd,Automobile,7.7,329.49,2449.17,2025-12-31,7.7008
119095,INFY,Infosys Ltd,IT,7.67,68.79,5423.86,2025-12-31,7.6708
119095,BHARTIARTL,Bharti Airtel Ltd,Telecom,7.07,215.32,5510.02,2025-12-31,7.0707
119095,POWERGRID,Power Grid Corporation,Utilities,5.91,1132.46,1972.37,2025-12-31,5.9106
119095,TCS,Tata Consultancy Services,IT,5.89,1038.06,269.84,2025-12-31,5.8906
119095,AXISBANK,Axis Bank Ltd,Banking,4.77,1618.05,459.87,2025-12-31,4.7705
119551,HCLTECH,HCL Technologies Ltd,IT,18.22,177.35,6024.13,2025-12-31,18.22
119551,BHARTIARTL,Bharti Airtel Ltd,Telecom,13.94,452.19,5013.45,2025-12-31,13.94
119551,POWERGRID,Power Grid Corporation,Utilities,13.85,737.09,6011.08,2025-12-31,13.85
119551,HDFCBANK,HDFC Bank Ltd,Banking,11.19,88.97,1074.65,2025-12-31,11.19
119551,ASIANPAINT,Asian Paints Ltd,Paints,10.25,725.9,1321.45,2025-12-31,10.25
119551,GRASIM,Grasim Industries Ltd,Diversified,9.9,208.45,5964.59,2025-12-31,9.9
119551,NTPC,NTPC Ltd,Utilities,7.48,897.7,2913.66,2025-12-31,7.48
119551,MARUTI,Maruti Suzuki India Ltd,Automobile,7.2,1982.33,5461.85,2025-12-31,7.2
119551,DRREDDY,Dr. Reddy's Laboratories,Pharma,4.76,161.32,3748.82,2025-12-31,4.76
119551,DIVISLAB,Divi's Laboratories,Pharma,3.21,286.44,3964.01,2025-12-31,3.21
119552,TATAMOTOR,Tata Motors Ltd,Automobile,17.88,484.41,4065.77,2025-12-31,17.8782
119552,MARUTI,Maruti Suzuki India Ltd,Automobile,14.6,1142.07,7620.26,2025-12-31,14.5985
119552,INFY,Infosys Ltd,IT,10.55,316.08,7088.71,2025-12-31,10.5489
119552,CIPLA,Cipla Ltd,Pharma,10.44,1019.41,7934.38,2025-12-31,10.439
119552,ICICIBANK,ICICI Bank Ltd,Banking,10.19,1006.69,4142.59,2025-12-31,10.189
119552,DIVISLAB,Divi's Laboratories,Pharma,7.39,208.3,1889.75,2025-12-31,7.3893
119552,DRREDDY,Dr. Reddy's Laboratories,Pharma,6.25,316.84,5910.04,2025-12-31,6.2494
119552,SUNPHARMA,Sun Pharmaceutical Industries,Pharma,6.14,1136.79,6386.95,2025-12-31,6.1394
119552,BAJFINANCE,Bajaj Finance Ltd,NBFC,5.86,1103.07,2693.54,2025-12-31,5.8594
119552,POWERGRID,Power Grid Corporation,Utilities,5.52,669.58,3434.04,2025-12-31,5.5194
119552,ULTRACEMCO,UltraTech Cement Ltd,Cement,5.19,780.54,927.58,2025-12-31,5.1895
119598,RELIANCE,Reliance Industries Ltd,Energy,16.5,321.12,315.19,2025-12-31,16.5017
119598,INFY,Infosys Ltd,IT,15.16,1210.68,7724.16,2025-12-31,15.1615
119598,WIPRO,Wipro Ltd,IT,13.66,869.0,3504.41,2025-12-31,13.6614
119598,AXISBANK,Axis Bank Ltd,Banking,10.96,1665.15,2235.83,2025-12-31,10.9611
119598,M&M,Mahindra & Mahindra Ltd,Automobile,8.18,1492.26,660.82,2025-12-31,8.1808
119598,POWERGRID,Power Grid Corporation,Utilities,7.19,751.31,1707.64,2025-12-31,7.1907
119598,GRASIM,Grasim Industries Ltd,Diversified,7.14,132.34,4515.26,2025-12-31,7.1407
119598,NTPC,NTPC Ltd,Utilities,5.59,1927.98,7369.33,2025-12-31,5.5906
119598,ULTRACEMCO,UltraTech Cement Ltd,Cement,5.32,1392.64,7901.22,2025-12-31,5.3205
119598,TATAMOTOR,Tata Motors Ltd,Automobile,3.71,1751.14,5299.51,2025-12-31,3.7104
119598,KOTAKBANK,Kotak Mahindra Bank,Banking,3.56,682.95,2504.73,2025-12-31,3.5604
119598,TCS,Tata Consultancy Services,IT,3.02,988.24,2581.1,2025-12-31,3.0203
119599,GRASIM,Grasim Industries Ltd,Diversified,28.25,1461.32,1872.83,2025-12-31,28.25
119599,ICICIBANK,ICICI Bank Ltd,Banking,18.56,1254.17,3482.69,2025-12-31,18.56
119599,INDUSINDBK,IndusInd Bank Ltd,Banking,15.52,825.04,5180.82,2025-12-31,15.52
119599,RELIANCE,Reliance Industries Ltd,Energy,13.47,1487.95,4137.4,2025-12-31,13.47
119599,TITAN,Titan Company Ltd,Consumer Goods,10.69,1644.24,7387.94,2025-12-31,10.69
119599,TATAMOTOR,Tata Motors Ltd,Automobile,6.74,926.23,7738.2,2025-12-31,6.74
119599,HINDUNILVR,Hindustan Unilever Ltd,FMCG,3.53,1123.22,5235.31,2025-12-31,3.53
119599,DRREDDY,Dr. Reddy's Laboratories,Pharma,3.24,1716.42,1982.11,2025-12-31,3.24
120503,NESTLEIND,Nestle India Ltd,FMCG,20.69,1320.03,5881.86,2025-12-31,20.69
120503,TITAN,Titan Company Ltd,Consumer Goods,15.92,723.14,4111.6,2025-12-31,15.92
120503,GRASIM,Grasim Industries Ltd,Diversified,15.87,994.44,897.71,2025-12-31,15.87
120503,BHARTIARTL,Bharti Airtel Ltd,Telecom,12.38,1672.96,4357.85,2025-12-31,12.38
120503,M&M,Mahindra & Mahindra Ltd,Automobile,10.22,1840.52,3918.12,2025-12-31,10.22
120503,HINDUNILVR,Hindustan Unilever Ltd,FMCG,9.98,1137.55,5673.15,2025-12-31,9.98
120503,RELIANCE,Reliance Industries Ltd,Energy,9.26,1189.39,643.27,2025-12-31,9.26
120503,INFY,Infosys Ltd,IT,5.68,746.26,7776.51,2025-12-31,5.68
120504,POWERGRID,Power Grid Corporation,Utilities,17.37,1715.09,4875.9,2025-12-31,17.3683
120504,KOTAKBANK,Kotak Mahindra Bank,Banking,14.52,1784.84,6042.94,2025-12-31,14.5185
120504,AXISBANK,Axis Bank Ltd,Banking,13.17,1179.97,3761.76,2025-12-31,13.1687
120504,BAJFINANCE,Bajaj Finance Ltd,NBFC,9.17,168.11,246.78,2025-12-31,9.1691
120504,NTPC,NTPC Ltd,Utilities,8.76,675.97,2243.21,2025-12-31,8.7591
120504,ICICIBANK,ICICI Bank Ltd,Banking,7.92,1664.45,4329.15,2025-12-31,7.9192
120504,ADANIPORT,Adani Ports & SEZ Ltd,Infrastructure,7.15,1433.51,3674.34,2025-12-31,7.1493
120504,ULTRACEMCO,UltraTech Cement Ltd,Cement,7.07,1236.71,1131.45,2025-12-31,7.0693
120504,BHARTIARTL,Bharti Airtel Ltd,Telecom,5.92,1250.03,5095.49,2025-12-31,5.9194
120504,TATAMOTOR,Tata Motors Ltd,Automobile,5.15,723.84,1687.26,2025-12-31,5.1495
120504,NESTLEIND,Nestle India Ltd,FMCG,3.81,1011.98,5761.32,2025-12-31,3.8096
120505,SUNPHARMA,Sun Pharmaceutical Industries,Pharma,23.46,598.91,6868.09,2025-12-31,23.4553
120505,TATAMOTOR,Tata Motors Ltd,Automobile,17.66,1067.82,6627.79,2025-12-31,17.6565
120505,CIPLA,Cipla Ltd,Pharma,17.29,55.74,3002.79,2025-12-31,17.2865
120505,NTPC,NTPC Ltd,Utilities,15.41,1542.02,3231.58,2025-12-31,15.4069
120505,KOTAKBANK,Kotak Mahindra Bank,Banking,8.0,419.93,1215.8,2025-12-31,7.9984
120505,ADANIPORT,Adani Ports & SEZ Ltd,Infrastructure,7.25,312.23,520.75,2025-12-31,7.2486
120505,ASIANPAINT,Asian Paints Ltd,Paints,5.99,286.97,5145.8,2025-12-31,5.9888
120505,NESTLEIND,Nestle India Ltd,FMCG,4.96,585.69,5061.02,2025-12-31,4.959
120506,KOTAKBANK,Kotak Mahindra Bank,Banking,21.47,1709.46,1499.37,2025-12-31,21.4657
120506,LT,Larsen & Toubro Ltd,Infrastructure,20.94,1413.66,4390.56,2025-12-31,20.9358
120506,ULTRACEMCO,UltraTech Cement Ltd,Cement,18.4,844.83,1002.08,2025-12-31,18.3963
120506,ADANIPORT,Adani Ports & SEZ Ltd,Infrastructure,9.39,1123.73,5520.27,2025-12-31,9.3881
120506,ICICIBANK,ICICI Bank Ltd,Banking,8.93,274.26,4061.08,2025-12-31,8.9282
120506,BAJFINANCE,Bajaj Finance Ltd,NBFC,7.84,1369.31,4557.66,2025-12-31,7.8384
120506,HINDUNILVR,Hindustan Unilever Ltd,FMCG,6.98,1436.98,7015.53,2025-12-31,6.9786
120506,HCLTECH,HCL Technologies Ltd,IT,4.34,1142.6,5665.46,2025-12-31,4.3391
120506,RELIANCE,Reliance Industries Ltd,Energy,1.73,551.04,2246.21,2025-12-31,1.7297
120841,INDUSINDBK,IndusInd Bank Ltd,Banking,22.44,1315.89,4881.46,2025-12-31,22.4378
120841,DIVISLAB,Divi's Laboratories,Pharma,20.34,1740.32,1130.72,2025-12-31,20.338
120841,NTPC,NTPC Ltd,Utilities,18.4,1521.12,3894.14,2025-12-31,18.3982
120841,RELIANCE,Reliance Industries Ltd,Energy,9.48,1903.14,5923.09,2025-12-31,9.4791
120841,DRREDDY,Dr. Reddy's Laboratories,Pharma,7.12,1874.06,6342.27,2025-12-31,7.1193
120841,POWERGRID,Power Grid Corporation,Utilities,5.39,1416.64,3952.67,2025-12-31,5.3895
120841,NESTLEIND,Nestle India Ltd,FMCG,4.74,1070.67,6351.14,2025-12-31,4.7395
120841,TATAMOTOR,Tata Motors Ltd,Automobile,4.27,1455.31,5157.09,2025-12-31,4.2696
120841,GRASIM,Grasim Industries Ltd,Diversified,3.95,948.58,7250.24,2025-12-31,3.9496
120841,SBIN,State Bank of India,Banking,3.88,418.09,6173.2,2025-12-31,3.8796
120842,TATAMOTOR,Tata Motors Ltd,Automobile,19.5,1157.32,5915.73,2025-12-31,19.502
120842,AXISBANK,Axis Bank Ltd,Banking,18.15,1100.59,2348.89,2025-12-31,18.1518
120842,HINDUNILVR,Hindustan Unilever Ltd,FMCG,13.09,1753.06,4666.99,2025-12-31,13.0913
120842,BAJFINANCE,Bajaj Finance Ltd,NBFC,11.62,776.8,883.52,2025-12-31,11.6212
120842,HCLTECH,HCL Technologies Ltd,IT,8.98,1247.9,616.92,2025-12-31,8.9809
120842,GRASIM,Grasim Industries Ltd,Diversified,7.27,686.57,4794.76,2025-12-31,7.2707
120842,M&M,Mahindra & Mahindra Ltd,Automobile,7.16,1561.91,2078.2,2025-12-31,7.1607
120842,ASIANPAINT,Asian Paints Ltd,Paints,6.77,1444.86,3083.92,2025-12-31,6.7707
120842,WIPRO,Wipro Ltd,IT,3.73,1199.27,5242.17,2025-12-31,3.7304
120842,DIVISLAB,Divi's Laboratories,Pharma,3.72,383.65,7603.38,2025-12-31,3.7204
120843,NTPC,NTPC Ltd,Utilities,19.94,1082.39,5570.96,2025-12-31,19.94
120843,NESTLEIND,Nestle India Ltd,FMCG,16.74,1553.91,6596.12,2025-12-31,16.74
120843,GRASIM,Grasim Industries Ltd,Diversified,15.39,1534.27,5130.67,2025-12-31,15.39
120843,BHARTIARTL,Bharti Airtel Ltd,Telecom,9.96,1051.97,5621.65,2025-12-31,9.96
120843,TATAMOTOR,Tata Motors Ltd,Automobile,9.59,937.82,6523.7,2025-12-31,9.59
120843,AXISBANK,Axis Bank Ltd,Banking,8.66,1091.16,4347.82,2025-12-31,8.66
120843,INFY,Infosys Ltd,IT,6.43,1827.52,6429.58,2025-12-31,6.43
120843,WIPRO,Wipro Ltd,IT,5.85,208.7,3745.54,2025-12-31,5.85
120843,ASIANPAINT,Asian Paints Ltd,Paints,4.89,1039.97,5342.74,2025-12-31,4.89
120843,SUNPHARMA,Sun Pharmaceutical Industries,Pharma,2.55,803.14,5215.02,2025-12-31,2.55
125497,GRASIM,Grasim Industries Ltd,Diversified,19.04,817.9,1083.31,2025-12-31,19.04
125497,INFY,Infosys Ltd,IT,14.89,1542.92,7905.86,2025-12-31,14.89
125497,NTPC,NTPC Ltd,Utilities,14.65,985.86,341.2,2025-12-31,14.65
125497,TITAN,Titan Company Ltd,Consumer Goods,12.53,422.11,2280.96,2025-12-31,12.53
125497,WIPRO,Wipro Ltd,IT,12.03,1652.67,1030.72,2025-12-31,12.03
125497,NESTLEIND,Nestle India Ltd,FMCG,11.81,127.73,1212.79,2025-12-31,11.81
125497,BAJFINANCE,Bajaj Finance Ltd,NBFC,10.03,115.8,7583.81,2025-12-31,10.03
125497,ULTRACEMCO,UltraTech Cement Ltd,Cement,5.02,1316.71,4748.8,2025-12-31,5.02
125498,HDFCBANK,HDFC Bank Ltd,Banking,22.83,1274.05,3962.89,2025-12-31,22.83
125498,TITAN,Titan Company Ltd,Consumer Goods,20.91,1577.15,7496.9,2025-12-31,20.91
125498,HCLTECH,HCL Technologies Ltd,IT,14.53,960.23,5902.74,2025-12-31,14.53
125498,SBIN,State Bank of India,Banking,9.4,390.87,4339.96,2025-12-31,9.4
125498,LT,Larsen & Toubro Ltd,Infrastructure,9.17,1748.94,7328.02,2025-12-31,9.17
125498,ICICIBANK,ICICI Bank Ltd,Banking,8.97,564.07,2425.12,2025-12-31,8.97
125498,HINDUNILVR,Hindustan Unilever Ltd,FMCG,7.8,1897.59,6636.11,2025-12-31,7.8
125498,MARUTI,Maruti Suzuki India Ltd,Automobile,6.39,448.66,3097.29,2025-12-31,6.39
148567,GRASIM,Grasim Industries Ltd,Diversified,22.93,1076.44,247.69,2025-12-31,22.9323
